Cancer id,Cancer label,Population id,Population,Sex,Type,Cases base in 2022,Year,Prediction,Risk change,Risk percentage (%)
20,Breast,981,Very HDI country,2,0,1017998,2022,1017998,0,0
20,Breast,981,Very HDI country,2,0,1017998,2025,1055035,37037,3.6382
20,Breast,981,Very HDI country,2,0,1017998,2030,1114746,96748,9.5038
20,Breast,981,Very HDI country,2,0,1017998,2035,1164181,146183,14.3599
20,Breast,981,Very HDI country,2,0,1017998,2040,1200724,182726,17.9495
20,Breast,981,Very HDI country,2,0,1017998,2045,1225554,207556,20.3886
20,Breast,981,Very HDI country,2,0,1017998,2050,1243207,225209,22.1227
20,Breast,982,High HDI country,2,0,650666,2022,650666,0,0
20,Breast,982,High HDI country,2,0,650666,2025,697819,47153,7.2469
20,Breast,982,High HDI country,2,0,650666,2030,765442,114776,17.6398
20,Breast,982,High HDI country,2,0,650666,2035,817462,166796,25.6347
20,Breast,982,High HDI country,2,0,650666,2040,847659,196993,30.2756
20,Breast,982,High HDI country,2,0,650666,2045,865191,214525,32.9701
20,Breast,982,High HDI country,2,0,650666,2050,877487,226821,34.8598
20,Breast,983,Medium HDI country,2,0,279345,2022,279345,0,0
20,Breast,983,Medium HDI country,2,0,279345,2025,306699,27354,9.7922
20,Breast,983,Medium HDI country,2,0,279345,2030,352835,73490,26.308
20,Breast,983,Medium HDI country,2,0,279345,2035,401343,121998,43.6729
20,Breast,983,Medium HDI country,2,0,279345,2040,451131,171786,61.496
20,Breast,983,Medium HDI country,2,0,279345,2045,501358,222013,79.4763
20,Breast,983,Medium HDI country,2,0,279345,2050,549472,270127,96.7001
20,Breast,984,Low HDI country,2,0,101867,2022,101867,0,0
20,Breast,984,Low HDI country,2,0,101867,2025,112566,10699,10.5029
20,Breast,984,Low HDI country,2,0,101867,2030,133745,31878,31.2937
20,Breast,984,Low HDI country,2,0,101867,2035,158774,56907,55.864
20,Breast,984,Low HDI country,2,0,101867,2040,188125,86258,84.6771
20,Breast,984,Low HDI country,2,0,101867,2045,222471,120604,118.3936
20,Breast,984,Low HDI country,2,0,101867,2050,262026,160159,157.2236
